OTU ID,kingdom,phylum,class,order,family,genus,species
OTU11076,Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_o__norank_c__OLB14,g__norank_f__norank_o__norank_c__OLB14,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OLB14
OTU11088,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU11127,Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__uncultured_bacterium_0319-6E22
OTU11144,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__uncultured_bacterium_g__Aquicella
OTU11148,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_Verrucomicrobia_bacterium_g__Chthoniobacter
OTU11150,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__unclassified_g__MND1
OTU11152,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__unclassified_g__Acidibacter
OTU11158,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_bacterium_g__norank_f__SC-I-84
OTU11160,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__norank_f__Rhodanobacteraceae,s__uncultured_bacterium_g__norank_f__Rhodanobacteraceae
OTU11162,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Arenimonas,s__uncultured_bacterium_g__Arenimonas
OTU1117,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU11170,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__unclassified_g__Lysobacter
OTU11171,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__norank_o__PLTA13,g__norank_f__norank_o__PLTA13,s__unclassified_g__norank_f__norank_o__PLTA13
OTU11184,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU11212,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU1122,Bacteria,p__Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU11225,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__B1-7BS,g__norank_f__B1-7BS,s__uncultured_bacterium_g__norank_f__B1-7BS
OTU11230,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__uncultured_bacterium_g__Luteolibacter
OTU11236,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,s__uncultured_bacterium_g__Segetibacter
OTU1124,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU11265,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU11276,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__norank_f__NS11-12_marine_group,s__metagenome_g__norank_f__NS11-12_marine_group
OTU11286,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_bacterium_g__norank_f__67-14
OTU11300,Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__norank_o__S085,g__norank_f__norank_o__S085,s__uncultured_bacterium_g__norank_f__norank_o__S085
OTU11317,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_Sphingomonadaceae_bacterium_g__Sphingomonas
OTU11318,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU11329,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_bacterium_g__norank_f__67-14
OTU11332,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Blastocatellales,f__Blastocatellaceae,g__norank_f__Blastocatellaceae,s__unclassified_g__norank_f__Blastocatellaceae
OTU11339,Bacteria,p__Elusimicrobiota,c__Lineage_IIa,o__norank_c__Lineage_IIa,f__norank_o__norank_c__Lineage_IIa,g__norank_f__norank_o__norank_c__Lineage_IIa,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIa
OTU11343,Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__unclassified_g__P3OB-42
OTU11364,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU11373,Bacteria,p__Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU11390,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__norank_o__Rhizobiales,g__norank_f__norank_o__Rhizobiales,s__uncultured_bacterium_g__norank_f__norank_o__Rhizobiales
OTU11411,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_Steroidobacter_sp._g__Steroidobacter
OTU11413,Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__norank_o__S085,g__norank_f__norank_o__S085,s__unclassified_g__norank_f__norank_o__S085
OTU11418,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU11420,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Ahniella,s__uncultured_bacterium_g__Ahniella
OTU11435,Bacteria,p__Chloroflexi,c__KD4-96,o__norank_c__KD4-96,f__norank_o__norank_c__KD4-96,g__norank_f__norank_o__norank_c__KD4-96,s__uncultured_Chloroflexi_bacterium_g__norank_f__norank_o__norank_c__KD4-96
OTU11445,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae
OTU11449,Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_o__norank_c__JG30-KF-CM66,g__norank_f__norank_o__norank_c__JG30-KF-CM66,s__unclassified_g__norank_f__norank_o__norank_c__JG30-KF-CM66
OTU11453,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__KD3-93,g__norank_f__KD3-93,s__uncultured_Bacteroidetes_bacterium_g__norank_f__KD3-93
OTU11458,Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__unclassified_f__Myxococcaceae,s__unclassified_f__Myxococcaceae
OTU11463,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__norank_o__Chitinophagales,g__norank_f__norank_o__Chitinophagales,s__unclassified_g__norank_f__norank_o__Chitinophagales
OTU11465,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__unclassified_o__Salinisphaerales,g__unclassified_o__Salinisphaerales,s__unclassified_o__Salinisphaerales
OTU11483,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_g__norank_f__LWQ8
OTU1149,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__norank_c__Acidimicrobiia,f__norank_o__norank_c__Acidimicrobiia,g__norank_f__norank_o__norank_c__Acidimicrobiia,s__uncultured_Acidimicrobiia_bacterium_g__norank
OTU11504,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas
OTU11515,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU11518,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__metagenome_g__CL500-29_marine_group
OTU11519,Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU11520,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__uncultured_bacterium_g__Terrimonas
OTU11533,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_bacterium_g__norank_f__A4b
OTU11536,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__uncultured_bacterium_g__Singulisphaera
OTU11543,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_g__norank_f__LWQ8
OTU11545,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__uncultured_bacterium_g__Ohtaekwangia
OTU1155,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Blastocatellales,f__Blastocatellaceae,g__JGI_0001001-H03,s__uncultured_bacterium_g__JGI_0001001-H03
OTU11561,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU11565,Bacteria,p__Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,s__unclassified_g__Abditibacterium
OTU11567,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae
OTU11578,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__Thermomicrobiaceae,g__Nitrolancea,s__unclassified_g__Nitrolancea
OTU11581,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__norank_o__Frankiales,g__norank_f__norank_o__Frankiales,s__unclassified_g__norank_f__norank_o__Frankiales
OTU11595,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__norank_f__Holosporaceae,s__uncultured_bacterium_g__norank_f__Holosporaceae
OTU11598,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU11604,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank_o__IMCC26256,g__norank_f__norank_o__IMCC26256,s__Aciditerrimonas_sp.
OTU11612,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU11616,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__uncultured_Singulisphaera_sp._g__norank
OTU11619,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__unclassified_g__Iamia
OTU1163,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__wastewater_metagenome_g__norank_f__norank_o__SBR1031
OTU11637,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU11647,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU11650,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__unclassified_g__norank_f__norank_o__Rokubacteriales
OTU11655,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU11665,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__unclassified_g__MND1
OTU11668,Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU11677,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__Lysobacter_soli
OTU11708,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__0319-7L14,f__norank_o__0319-7L14,g__norank_f__norank_o__0319-7L14,s__unclassified_g__norank_f__norank_o__0319-7L14
OTU11709,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU11727,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__uncultured_Sphingobacteriales_bacterium_g__norank_f__Chitinophagaceae
OTU1173,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__unclassified_f__Gemmatimonadaceae,s__unclassified_f__Gemmatimonadaceae
OTU11740,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU11755,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU11759,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__uncultured_soil_bacterium_g__Candidatus_Solibacter
OTU11760,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__unclassified_g__norank_f__norank_o__norank_c__bacteriap25
OTU11763,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU11766,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU11767,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU11771,Bacteria,p__RCP2-54,c__norank_p__RCP2-54,o__norank_c__norank_p__RCP2-54,f__norank_o__norank_c__norank_p__RCP2-54,g__norank_f__norank_o__norank_c__norank_p__RCP2-54,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__RCP2-54
OTU11774,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU11781,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__unclassified_g__norank_f__norank_o__norank_c__bacteriap25
OTU11782,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__SBR1031
OTU11785,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_bacterium_g__norank_f__Vicinamibacteraceae
OTU11789,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU11800,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU11804,Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU11813,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_bacterium_g__norank_f__JG30-KF-CM45
OTU11815,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__norank_o__Microtrichales,g__norank_f__norank_o__Microtrichales,s__uncultured_bacterium_g__norank_f__norank_o__Microtrichales
OTU11817,Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__metagenome_g__OM27_clade
OTU11818,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__R7C24,f__norank_o__R7C24,g__norank_f__norank_o__R7C24,s__metagenome_g__norank_f__norank_o__R7C24
OTU1182,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_proteobacterium_g__norank_f__Vicinamibacteraceae
OTU11832,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_bacterium_g__norank_f__norank_o__SBR1031
OTU11840,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU11847,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_Gemmatimonadetes_bacterium_g__norank_f__norank
OTU11858,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__norank_f__Xanthobacteraceae,s__uncultured_Hyphomicrobiaceae_bacterium_g__norank_f__Xanthobacteraceae
OTU1187,Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__unclassified_g__Nitrospira
OTU11877,Bacteria,p__Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__norank_f__Nannocystaceae,s__unclassified_g__norank_f__Nannocystaceae
OTU11879,Bacteria,p__Chloroflexi,c__Anaerolineae,o__RBG-13-54-9,f__norank_o__RBG-13-54-9,g__norank_f__norank_o__RBG-13-54-9,s__unclassified_g__norank_f__norank_o__RBG-13-54-9
OTU11886,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__norank_f__env.OPS_17,s__metagenome_g__norank_f__env.OPS_17
OTU11896,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank_o__IMCC26256,g__norank_f__norank_o__IMCC26256,s__unclassified_g__norank_f__norank_o__IMCC26256
OTU11903,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Jatrophihabitans,s__Jatrophihabitans_sp.
OTU11919,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank_f__Ilumatobacteraceae,s__metagenome_g__norank_f__Ilumatobacteraceae
OTU11922,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__uncultured_Haliangium_sp.
OTU11948,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__unclassified_c__Acidimicrobiia,f__unclassified_c__Acidimicrobiia,g__unclassified_c__Acidimicrobiia,s__unclassified_c__Acidimicrobiia
OTU11955,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__uncultured_Rubrobacteria_bacterium_g__norank
OTU11968,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_soil_bacterium_g__norank_f__A4b
OTU11970,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Blastocatellales,f__Blastocatellaceae,g__JGI_0001001-H03,s__uncultured_bacterium_g__JGI_0001001-H03
OTU11977,Bacteria,p__Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU11996,Bacteria,p__Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU11997,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__unclassified_f__Microscillaceae,s__unclassified_f__Microscillaceae
OTU11999,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__uncultured_Bacteroidetes_bacterium_g__norank_f__Microscillaceae
OTU12,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__unclassified_g__norank_f__LWQ8
OTU12005,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU12007,Bacteria,p__Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU12011,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
