OTU ID,kingdom,phylum,class,order,family,genus,species
OTU12085,Bacteria,p__WPS-2,c__norank_p__WPS-2,o__norank_c__norank_p__WPS-2,f__norank_o__norank_c__norank_p__WPS-2,g__norank_f__norank_o__norank_c__norank_p__WPS-2,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__WPS-2
OTU12097,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU12100,Bacteria,p__Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU12106,Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU12132,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__unclassified_g__Candidatus_Udaeobacter
OTU12136,Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
OTU12139,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__CCD24,f__norank_o__CCD24,g__norank_f__norank_o__CCD24,s__uncultured_bacterium_g__norank_f__norank_o__CCD24
OTU12140,Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU12141,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU12145,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__uncultured_bacterium_g__Candidatus_Udaeobacter
OTU12152,Bacteria,p__WPS-2,c__norank_p__WPS-2,o__norank_c__norank_p__WPS-2,f__norank_o__norank_c__norank_p__WPS-2,g__norank_f__norank_o__norank_c__norank_p__WPS-2,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__WPS-2
OTU12169,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriales_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU12174,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__Verrucomicrobia_bacterium_OR-59
OTU12179,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__unclassified_f__Isosphaeraceae,s__unclassified_f__Isosphaeraceae
OTU12180,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__uncultured_bacterium_g__Candidatus_Udaeobacter
OTU12183,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae
OTU12184,Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_prokaryote_g__SM1A02
OTU12185,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__unclassified_g__Chthoniobacter
OTU122,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__unclassified_g__Hyphomicrobium
OTU12206,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_Sphingomonadaceae_bacterium_g__Sphingomonas
OTU12209,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU12210,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__TK10
OTU12212,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__uncultured_Sphingobacteriales_bacterium_g__norank_f__Chitinophagaceae
OTU12219,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylovirgula,s__uncultured_bacterium_g__Methylovirgula
OTU12222,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__unclassified_g__norank_f__LWQ8
OTU12227,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Chujaibacter,s__uncultured_Xanthomonadaceae_bacterium_g__Chujaibacter
OTU12233,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales
OTU12234,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae
OTU12258,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU12291,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_Acidobacteriales_bacterium_g__norank_f__Vicinamibacteraceae
OTU12305,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__unclassified_g__Gaiella
OTU12308,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_soil_bacterium_g__norank_f__norank_o__SBR1031
OTU12313,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
OTU12318,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_bacterium_g__norank_f__JG30-KF-CM45
OTU12335,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
OTU12354,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU1237,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__unclassified_g__norank_f__LWQ8
OTU1256,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__norank_o__Acidobacteriales,g__norank_f__norank_o__Acidobacteriales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank
OTU126,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__unclassified_g__norank_f__norank_o__11-24
OTU1267,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
OTU1269,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU1275,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__metagenome_g__norank_f__norank_o__norank_c__TK10
OTU1276,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__norank_c__Acidimicrobiia,f__norank_o__norank_c__Acidimicrobiia,g__norank_f__norank_o__norank_c__Acidimicrobiia,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Acidimicrobiia
OTU1278,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU1294,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__uncultured_Acidobacteriales_bacterium_g__Candidatus_Solibacter
OTU1296,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_o__norank_c__Alphaproteobacteria,g__norank_f__norank_o__norank_c__Alphaproteobacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Alphaproteobacteria
OTU1297,Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_soil_bacterium_g__norank_f__norank_o__SBR1031
OTU13,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Craurococcus-Caldovatus,s__unclassified_g__Craurococcus-Caldovatus
OTU130,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Blastocatellales,f__Blastocatellaceae,g__norank_f__Blastocatellaceae,s__uncultured_Acidobacteria_bacterium_g__norank_f__Blastocatellaceae
OTU1303,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__uncultivated_soil_bacterium_clone_S111
OTU1317,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium_sp._3008163
OTU132,Bacteria,p__Chloroflexi,c__KD4-96,o__norank_c__KD4-96,f__norank_o__norank_c__KD4-96,g__norank_f__norank_o__norank_c__KD4-96,s__unclassified_g__norank_f__norank_o__norank_c__KD4-96
OTU1320,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU1363,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__unclassified_f__Micromonosporaceae,s__unclassified_f__Micromonosporaceae
OTU1368,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium_g__Sporocytophaga
OTU1411,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU1413,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_bacterium_g__norank_f__JG30-KF-CM45
OTU1418,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas
OTU1423,Bacteria,p__Acidobacteriota,c__Subgroup_5,o__norank_c__Subgroup_5,f__norank_o__norank_c__Subgroup_5,g__norank_f__norank_o__norank_c__Subgroup_5,s__metagenome_g__norank_f__norank_o__norank_c__Subgroup_5
OTU1437,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_Acidobacteria_bacterium_g__norank_f__Vicinamibacteraceae
OTU1443,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_Chloroflexi_bacterium_g__norank_f__JG30-KF-CM45
OTU145,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__uncultured_bacterium_g__Bryobacter
OTU1455,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__metagenome_g__norank_f__Microscillaceae
OTU1456,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Microlunatus,s__unclassified_g__Microlunatus
OTU1459,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__uncultured_bacterium_g__Mucilaginibacter
OTU1465,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Roseisolibacter,s__uncultured_bacterium_g__Roseisolibacter
OTU1472,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Rhodovastum,s__uncultured_bacterium_g__Rhodovastum
OTU1473,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__Micromonospora_echinospora
OTU1492,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_bacterium_g__norank_f__Vicinamibacteraceae
OTU1503,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU1504,Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__norank_o__S085,g__norank_f__norank_o__S085,s__metagenome_g__norank_f__norank_o__S085
OTU1510,Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_Myxococcales_bacterium_g__OM27_clade
OTU1526,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriales_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU1534,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_bacterium_g__norank_f__67-14
OTU1564,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_actinobacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU1565,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU1575,Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_bacterium_g__norank_f__norank_o__Subgroup_7
OTU1591,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU1603,Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__metagenome_g__Nitrospira
OTU161,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU1616,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__metagenome_g__Mucilaginibacter
OTU1617,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU1625,Bacteria,p__Desulfobacterota,c__norank_p__Desulfobacterota,o__norank_c__norank_p__Desulfobacterota,f__norank_o__norank_c__norank_p__Desulfobacterota,g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota
OTU1626,Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__unclassified_g__norank_f__norank_o__Subgroup_7
OTU163,Bacteria,p__Chloroflexi,c__unclassified_p__Chloroflexi,o__unclassified_p__Chloroflexi,f__unclassified_p__Chloroflexi,g__unclassified_p__Chloroflexi,s__unclassified_p__Chloroflexi
OTU1637,Bacteria,p__Desulfobacterota,c__norank_p__Desulfobacterota,o__norank_c__norank_p__Desulfobacterota,f__norank_o__norank_c__norank_p__Desulfobacterota,g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota
OTU1643,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__uncultured_Chitinophagaceae_bacterium_g__Ferruginibacter
OTU1648,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Taibaiella,s__Taibaiella_sp.
OTU1654,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1655,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU1659,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1661,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1663,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__metagenome_g__norank_f__norank_o__Vicinamibacterales
OTU1665,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU1666,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU1669,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1675,Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__norank_f__BIrii41,s__uncultured_bacterium_g__norank_f__BIrii41
OTU1687,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__Gemmatimonadetes_bacterium_LX87
OTU1700,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14
OTU1702,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_soil_bacterium_g__Gemmatimonas
OTU1714,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_bacterium_g__Gemmatimonas
OTU1739,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU1759,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__uncultured_bacterium_g__norank_f__Gemmatimonadaceae
OTU176,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__uncultured_bacterium_g__SWB02
OTU1760,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae
OTU1769,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__norank_o__Elsterales,g__norank_f__norank_o__Elsterales,s__metagenome_g__norank_f__norank_o__Elsterales
OTU177,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
OTU1783,Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_bacterium_g__norank_f__norank_o__C0119
OTU1786,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__A21b,g__norank_f__A21b,s__uncultured_bacterium_g__norank_f__A21b
OTU1793,Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_Acidobacterium_sp._g__norank_f__norank_o__Subgroup_7
OTU1817,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__unclassified_f__Micromonosporaceae,s__unclassified_f__Micromonosporaceae
OTU1820,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank_o__IMCC26256,g__norank_f__norank_o__IMCC26256,s__uncultured_actinobacterium_g__norank_f__norank_o__IMCC26256
OTU1836,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_g__norank_f__LWQ8
OTU1839,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia,s__uncultured_bacterium_g__Dongia
OTU184,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_f__norank_o__Saccharimonadales
OTU1846,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,s__unclassified_g__Rhodanobacter
OTU1849,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__unclassified_g__norank_f__norank_o__norank_c__MB-A2-108
OTU187,Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Tepidisphaerales,f__WD2101_soil_group,g__norank_f__WD2101_soil_group,s__unclassified_g__norank_f__WD2101_soil_group
OTU1880,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__unclassified_g__Chthoniobacter
OTU1890,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__uncultured_bacterium_g__Iamia
OTU1897,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU1906,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU1935,Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU1938,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1939,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__unclassified_g__Chthoniobacter
OTU1940,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU1945,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp._FJAT-27916
OTU1956,Bacteria,p__Gemmatimonadota,c__AKAU4049,o__norank_c__AKAU4049,f__norank_o__norank_c__AKAU4049,g__norank_f__norank_o__norank_c__AKAU4049,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__AKAU4049
OTU1964,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU1978,Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__unclassified_g__norank_f__norank_o__C0119
OTU1983,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1984,Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU1989,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU199,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Herpetosiphonaceae,g__Herpetosiphon,s__uncultured_Chloroflexi_bacterium_g__Herpetosiphon
OTU1992,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU1996,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
